13:06:02.701,17:22:58.651
11:31:30.370,13:05:42.931
17:04:30.750,18:28:36.005
03:28:21.670,04:51:33.289
14:28:05.718,16:58:08.679
15:13:45.650,15:37:01.169
07:06:27.456,08:08:12.616
05:40:55.133,06:35:47.701
03:27:39.056,04:49:16.174
08:59:13.822,09:41:23.261
13:10:07.361,17:10:52.620
08:59:44.402,14:10:50.286
13:35:28.948,16:25:25.217
04:58:19.211,05:22:05.352
00:18:04.216,04:15:36.992
05:34:36.175,11:25:39.709
06:44:49.524,09:00:55.359
10:18:07.490,11:50:18.251
07:49:32.485,12:11:19.059
15:57:50.349,20:56:23.466
07:20:16.234,12:24:52.867
00:35:56.442,00:56:16.988
17:46:02.703,19:35:41.644
11:20:06.435,16:07:35.277
15:06:50.324,15:25:50.879
18:19:47.570,22:11:05.652
07:34:20.365,09:58:13.544
02:30:54.068,06:28:27.421
16:41:02.829,21:22:35.103
08:20:06.961,10:08:12.397
00:11:10.724,06:08:55.937
12:21:12.996,15:20:25.973
13:30:15.596,17:11:34.669
23:49:06.544,23:57:54.204
16:54:56.060,18:38:37.333
08:14:14.809,09:09:41.062
05:56:06.495,07:57:23.874
15:14:42.096,19:15:47.233
18:58:54.903,22:16:20.286
17:41:38.168,21:23:53.937
17:50:00.134,23:15:33.974
01:12:48.296,04:19:03.844
05:26:12.374,07:29:21.777
10:12:15.662,11:13:47.522
12:48:48.281,15:17:58.414
16:55:06.925,18:53:36.196
08:58:39.354,12:50:55.175
16:00:45.779,20:41:48.107
03:18:28.540,08:15:11.659
01:41:22.105,04:14:58.987
08:57:17.034,10:02:22.222
08:01:54.929,09:06:50.490
08:34:13.056,09:55:00.093
13:53:13.875,16:53:24.067
18:33:02.228,23:59:22.273
21:05:08.058,21:17:12.620
10:28:22.323,14:56:14.229
17:32:44.594,19:54:28.244
18:24:49.636,20:41:21.754
09:00:30.300,11:54:39.001
19:33:01.937,19:49:47.320
00:07:05.948,00:11:41.879
18:03:19.260,23:08:41.626
09:34:43.951,10:56:02.891
06:53:31.234,09:07:33.557
07:26:57.164,08:21:16.348
06:47:26.220,11:39:55.133
02:37:47.485,04:29:59.593
03:15:54.079,08:08:00.629
04:51:43.611,09:26:08.393
02:44:22.268,05:31:58.344
14:20:50.043,17:50:54.768
07:22:50.316,12:06:18.463
02:51:25.216,08:19:25.196
06:56:44.444,10:56:01.263
05:51:38.191,11:31:09.854
05:02:10.770,08:24:38.885
12:41:23.890,18:21:45.424
20:57:52.464,22:15:26.101
17:39:28.547,19:16:16.146
20:11:28.548,22:01:16.391
08:47:03.384,14:18:20.243
03:38:02.271,05:21:28.341
13:42:54.340,14:29:36.688
07:45:04.073,09:36:16.025
12:58:05.279,13:10:50.621
00:26:49.711,02:37:48.407
00:35:38.158,04:20:28.777
17:19:49.706,22:24:27.668
11:39:10.033,15:16:12.631
01:43:56.177,03:55:43.659
13:02:16.123,13:57:10.675
16:49:42.981,19:43:22.941
12:52:43.832,16:50:14.889
11:37:19.458,16:37:39.769
08:42:50.794,11:33:22.969
00:30:37.515,01:25:18.382
01:50:02.880,03:18:03.946
21:06:22.612,21:19:48.431
09:27:08.152,13:07:56.216
18:57:44.959,21:25:20.087
01:44:07.283,04:27:01.303
00:55:03.857,04:24:13.462
14:38:55.492,17:26:42.797
06:53:54.812,11:42:55.535
15:00:01.342,16:24:01.460
03:57:54.581,05:25:03.163
04:34:09.942,09:39:45.973
01:08:36.216,02:08:42.830
11:34:40.824,11:47:00.635
05:52:56.123,09:21:40.694
04:48:00.570,10:00:33.835
06:14:23.894,09:01:49.715
15:41:54.514,17:26:14.473
07:35:12.990,09:17:27.411
00:56:04.674,05:29:20.549
17:53:47.672,21:45:03.622
06:20:44.618,12:13:28.698
04:21:38.933,09:04:03.174
14:54:09.683,15:58:56.592
15:56:25.133,20:52:40.687
17:39:01.535,18:49:12.103
10:20:07.382,15:00:11.275
21:17:13.531,23:06:03.477
12:17:11.850,13:29:45.535
07:34:00.320,11:22:47.662
02:48:16.792,05:54:29.189
12:46:21.911,18:18:48.868
03:23:10.556,08:09:46.596
17:18:25.355,22:20:40.093
00:14:30.979,03:52:54.555
08:06:02.155,11:48:57.583
11:05:25.762,13:21:17.407
00:05:02.481,05:02:00.515
15:30:13.419,19:07:05.254
18:09:33.370,19:48:11.284
07:05:25.647,10:28:14.579
15:54:15.720,18:59:07.529
01:50:17.439,07:43:55.559
01:08:52.155,02:06:43.718
20:32:51.075,21:46:44.283
08:22:26.768,11:44:39.121
07:24:25.386,11:16:19.850
02:24:32.772,02:38:01.370
13:15:41.727,16:05:55.419
17:23:20.094,19:33:37.184
19:33:46.797,22:24:37.499
09:19:26.776,15:02:37.238
18:08:57.769,21:40:46.421
20:23:48.582,22:14:35.936
11:31:01.248,16:16:48.271
17:50:13.939,20:48:39.604
22:00:52.126,22:58:28.425
00:00:07.569,02:34:37.339
08:24:42.577,08:49:35.184
12:41:47.077,14:29:04.874
02:23:47.608,05:44:02.998
16:45:30.756,17:23:12.858
17:59:16.713,20:39:57.560
16:55:12.247,18:53:32.152
02:35:43.612,02:51:16.096
12:58:09.049,17:26:54.461
04:02:15.579,05:38:04.454
07:45:06.712,12:35:30.900
11:37:16.623,13:25:08.658
15:30:43.102,16:34:05.039
19:58:57.290,21:08:37.113
14:45:59.361,15:15:05.249
18:46:56.351,22:16:03.686
20:38:53.424,22:14:50.909
20:16:53.510,22:20:34.353
19:09:29.352,23:28:31.582
07:38:17.467,13:15:46.248
09:58:17.488,14:23:28.150
19:10:47.809,21:54:37.097
10:31:47.849,12:36:38.750
01:17:34.369,02:47:38.306
01:15:42.919,03:09:37.071
04:53:10.779,05:40:53.797
07:57:06.122,13:34:06.081
16:25:29.283,19:00:16.904
04:13:10.338,05:43:39.242
09:49:38.717,11:34:59.265
06:13:23.994,07:30:02.965
08:48:20.435,11:08:59.785
17:53:34.572,18:58:19.751
07:28:41.163,11:36:15.614
10:09:18.497,15:32:04.114
17:34:42.507,20:49:56.682
07:12:11.251,11:42:07.441
00:03:36.519,04:07:37.469
14:37:09.359,17:48:18.160
04:15:26.776,09:32:49.483
12:45:39.913,12:56:52.667
06:58:07.094,08:05:27.522
14:38:31.331,20:13:12.356
00:20:01.195,04:07:37.796
07:29:38.220,09:54:55.933
14:54:05.162,16:53:22.335
11:49:46.160,12:20:50.566
14:31:23.799,18:15:58.230
03:50:25.897,09:38:42.906
06:06:53.413,11:13:28.806
09:33:46.531,12:12:38.609
14:21:22.612,18:33:57.754
09:37:53.090,14:09:33.166
12:17:15.103,17:10:39.835
08:49:20.390,12:44:34.249
14:40:13.567,15:26:51.840
03:49:59.153,09:29:50.227
06:02:09.897,09:37:03.620
05:21:33.026,10:36:05.165
08:50:53.738,09:57:33.512
02:14:18.795,06:31:46.218
21:06:44.910,22:28:15.734
12:03:44.623,15:32:19.490
16:45:32.646,19:31:32.694
04:18:15.726,07:59:34.922
04:07:41.685,07:15:06.399
13:34:28.198,13:55:52.658
05:52:38.470,07:27:12.832
14:22:36.396,17:44:13.452
04:48:00.738,10:11:57.318
17:09:58.392,21:49:59.499
17:21:29.976,21:26:09.168
15:18:36.190,19:09:02.079
11:38:03.855,12:39:29.745
07:05:06.137,12:29:09.728
03:03:15.725,05:14:52.876
03:56:54.175,09:20:25.153
21:13:28.840,21:48:26.676
11:09:12.967,11:28:08.410
19:17:17.679,23:24:28.608
04:34:08.948,08:32:13.983
05:26:35.622,09:42:19.884
22:51:10.769,23:48:55.272
08:51:50.748,14:14:35.398
23:06:52.630,23:32:56.267
13:33:33.375,18:08:51.574
12:22:29.872,18:00:44.580
14:20:32.810,16:24:58.583
14:29:39.225,20:23:32.782
00:10:15.973,04:25:20.264
04:27:56.717,08:55:57.522
14:56:12.855,16:50:03.895
19:31:07.773,23:08:57.817
03:29:32.535,06:45:02.879
20:19:17.503,22:39:49.897
13:12:23.725,14:53:27.148
00:40:43.987,01:04:48.947
14:44:27.313,19:30:24.378
12:22:32.305,14:44:27.824
17:32:25.071,21:54:33.808
20:15:08.371,23:49:45.271
04:30:42.692,10:02:11.347
19:58:16.604,23:17:18.095
10:20:46.775,11:23:39.920
12:19:37.110,15:15:01.756
15:39:22.829,20:27:35.631
16:37:41.579,22:31:00.929
12:30:29.560,12:43:46.220
07:03:14.383,12:30:29.395
10:52:23.967,14:03:37.932
04:16:48.238,05:21:31.421
18:45:18.008,19:23:43.944
17:04:35.331,17:38:11.562
05:28:32.595,09:33:56.745
11:10:43.462,11:28:52.750
00:22:25.454,04:44:54.517
13:59:50.002,19:26:39.340
13:32:39.234,17:06:42.589
04:43:03.171,08:53:02.048
07:44:08.340,12:47:29.190
05:48:59.513,06:37:33.608
07:43:53.111,13:37:38.458
16:03:49.929,18:16:23.375
10:51:38.629,10:56:21.059
11:03:13.165,13:53:01.549
02:15:39.255,07:13:59.900
15:42:42.872,17:57:05.336
09:16:25.349,14:31:23.522
13:05:51.347,16:34:50.810
18:11:20.345,20:23:46.919
02:47:50.029,05:44:17.040
23:38:17.127,23:53:42.143
18:16:42.819,23:55:36.980
03:36:59.967,07:07:51.441
12:53:35.829,15:26:45.485
06:36:22.093,06:59:36.240
05:32:26.725,09:29:39.155
11:26:43.064,13:13:23.980
12:55:53.929,15:07:17.327
04:03:14.802,06:23:52.821
13:24:17.486,15:29:53.710
04:11:42.787,09:02:51.253
19:15:42.163,23:44:11.449
16:36:36.966,21:40:35.742
15:23:09.736,15:29:46.871
18:04:26.822,22:15:01.054
17:31:15.423,21:23:39.595
02:51:34.731,07:02:38.501
14:41:26.963,20:12:19.384
20:03:24.378,22:13:45.983
07:05:24.323,08:58:19.566
13:44:25.088,14:47:33.469
07:28:18.513,10:03:51.724
12:16:30.882,15:19:16.908
15:18:18.307,16:58:54.323
19:40:42.673,23:13:08.932
22:33:20.414,23:13:46.774
01:21:50.791,03:51:19.833
08:13:58.530,08:48:33.172
11:51:44.856,14:09:28.364
16:48:08.690,21:26:16.819
04:00:30.836,07:34:08.051
22:57:33.768,23:33:31.544
22:08:13.702,22:45:01.529
16:39:54.091,21:53:29.526
10:27:40.153,15:24:08.131
